M HIP_ID  Dist       RA_J2000   DEC_J2000   V_MAG Parallax  PM_RA   PM_DEC      CCDM      Sp_Type   
M  59353 N/A       12:10:33.81 -37:52:13.2  6.07   13.96     46.10   -33.24  --------  A5V          
M  60014 N/A       12:18:29.07 +32:44:56.0  6.68   11.85    -13.51    -9.17  --------  A5V          
M  60030 N/A       12:18:40.32 -00:47:13.8  5.90   10.00     33.51   -16.17  --------  A5Vn         
M  60083 N/A       12:19:15.95 +25:03:36.8  7.77    6.05     28.95   -17.20  --------  A5V          
M  60356 N/A       12:22:33.07 +48:21:10.2  7.41    4.09    -31.82    10.56  --------  A5V          
M  61847 N/A       12:40:31.94 -70:32:48.2  7.42    6.41    -45.28     5.88  --------  A5V          
M  62236 N/A       12:45:20.28 -29:46:54.8  8.48    4.82    -32.82     9.94  --------  A5V          
M  62529 N/A       12:48:50.00 +44:09:15.0  9.81    2.33     -8.66    -9.16  --------  A5V          
M  62703 N/A       12:50:57.87 -52:47:14.7  5.70    8.53    -27.20   -12.02  --------  A5V          
M  62907 N/A       12:53:33.42 -43:04:30.3  7.29    8.05    -74.38     0.92 12536-4305 A5V          
M  64112 N/A       13:08:23.34 -34:07:07.7  8.32    6.29    -44.34   -13.63  --------  A5V          
M  65102 N/A       13:20:30.49 -45:40:36.9  8.43    4.97    -41.74    -8.86  --------  A5V          
M  66234 N/A       13:34:27.26 +49:00:57.5  4.68   17.12   -128.28    27.39  --------  A5V          
M  66255 N/A       13:34:43.71 -40:14:35.4  8.11    6.18    -15.03   -14.88  --------  A5V          
M  66330 N/A       13:35:36.97 -48:31:03.3  7.73    7.10    -50.79    -5.58  --------  A5V          
M  67194 N/A       13:46:13.54 +41:05:19.5  5.88   19.48   -113.84   -42.28  --------  A5V          
M  68475 N/A       14:01:08.58 -44:11:51.8  6.70    5.83    -61.13   -37.57  --------  A4/A5V       
M  69958 N/A       14:18:55.91 +54:51:49.5  6.47    9.75    -18.71    -8.56  --------  A5Vn         
M  70311 N/A       14:23:07.22 -60:25:47.8  9.81    2.89      4.03     1.55  --------  A5V          
M  70400 N/A       14:24:11.35 +05:49:12.4  5.10   21.56    -77.91     6.49  --------  A5V          
M  71708 N/A       14:40:05.01 -40:54:02.3  8.29    7.76    -20.77   -21.80  --------  A5V          
M  73318 N/A       14:58:56.69 -46:02:37.3  8.47    2.41    -11.31   -11.28  --------  A5V          
M  75671 N/A       15:27:37.36 -16:29:21.5  8.30    4.83     -0.81    -5.22  --------  A5V          
M  76033 N/A       15:31:43.40 -20:09:53.6  6.28   13.65    -70.67   -31.33 15317-2010 A5V          
M  76041 N/A       15:31:46.98 +40:53:57.5  4.98    7.59    -13.73   -14.92 15318+4054 A5V          
M  76174 N/A       15:33:32.44 -34:21:34.5  8.01    3.46    -19.06   -19.10  --------  A5V          
M  76736 N/A       15:40:11.56 -70:13:40.3  6.45   12.94    -41.39   -55.11  --------  A5V          
M  77755 N/A       15:52:36.05 -67:38:22.5  7.00    6.46     11.51   -14.81  --------  A5V          
M  77815 N/A       15:53:21.92 -21:58:16.7  8.42    7.01    -10.05   -24.45  --------  A5V          
M  78707 N/A       16:04:02.39 -43:16:53.2  8.77    6.41    -42.91   -55.63  --------  A5V          
M  80460 N/A       16:25:24.17 +37:23:38.7  5.53   12.73      2.63     0.18  --------  A5V          
M  80591 N/A       16:27:14.58 -39:49:21.9  8.33    8.50    -16.36   -27.85  --------  A5V          
M  83494 N/A       17:03:53.57 +34:47:24.8  6.08   18.50    -60.78    -6.13  --------  A5V          
M  83987 N/A       17:10:08.92 -86:12:15.3  8.48    4.68     -0.30   -15.82  --------  A5V          
M  84172 N/A       17:12:23.46 -22:55:30.8  7.86    4.72     -1.24    -5.26  --------  A5V          
M  85922 N/A       17:33:29.85 -05:44:41.3  5.61   20.66    -42.20   -95.38  --------  A5V          
M  86178 N/A       17:36:36.75 +30:47:06.6  6.04   15.07     30.58    -5.66  --------  A5V          
M  87512 N/A       17:52:47.61 -46:07:16.1  8.51    2.15     -6.46   -11.07  --------  A5V          
M  89622 N/A       18:17:24.09 -28:39:07.4  6.18    8.21     10.55   -14.41  --------  A5V          
M  90472 N/A       18:27:39.11 +06:31:55.7  8.44    2.74      0.54    -1.22  --------  A5V          
M  90894 N/A       18:32:24.81 -42:19:14.0  8.68    2.45     41.88   -90.72  --------  A4/A5V       
M  91733 N/A       18:42:22.62 -64:38:34.9  6.35    4.25     -3.22   -28.75  --------  A5V          
M  92946 N/A       18:56:13.18 +04:12:12.9  4.62   24.73     37.69    26.98 18563+0413 A5V          
M  92951 N/A       18:56:14.64 +04:12:07.6  4.98   22.84     52.42    31.17 18563+0413 A5Vn         
M  93727 N/A       19:05:03.38 +57:07:32.3  9.29    2.71     12.58    55.85  --------  A5V          
M  93760 N/A       19:05:38.77 -49:23:21.1  8.32    4.43      4.12   -19.90  --------  A5V          
M  95853 N/A       19:29:42.36 +51:43:47.2  3.76   26.63     20.92   128.12  --------  A5Vn         
M  96303 N/A       19:34:51.49 -41:09:18.4  8.05    4.76     -4.02   -19.43  --------  A5V          
M  96598 N/A       19:38:11.97 -41:48:16.1  7.56    7.70     23.64   -23.38  --------  A5V+...      
M  96771 N/A       19:40:13.20 +60:30:25.6  6.49    8.33      3.27    -6.93 19402+6030 A5V          
M  97349 N/A       19:47:07.43 -23:44:05.1  8.54    3.95      8.66    -6.67  --------  A5V          
M  97441 N/A       19:48:17.07 -57:43:31.3  7.44    6.43     18.17   -13.12  --------  A5V          
M  98897 N/A       20:04:58.58 +23:12:37.3  6.54    8.74      4.49     5.19  --------  A5Vn         
M  99356 N/A       20:10:00.17 -35:20:11.1  8.02    6.15     11.31   -17.54  --------  A4/A5V       
M  99775 N/A       20:14:35.09 +54:31:08.7  8.29    4.22     16.36    58.12  --------  A5V          
M 100927 N/A       20:27:47.52 +26:08:47.9  7.49    5.74     -2.67   -19.09  --------  A5V          
M 101557 N/A       20:34:54.59 -41:59:13.0  7.28    2.97     17.83   -25.99  --------  A5V          
M 102288 N/A       20:43:33.87 -13:08:30.7  9.44    1.69     13.75     4.36  --------  A5V          
M 103043 N/A       20:52:37.57 -38:54:23.2  7.88    7.00     24.77    13.47  --------  A5V          
M 103459 N/A       20:57:40.47 -27:44:40.3  8.85    6.22     11.21     9.69  --------  A5V          
M 103557 N/A       20:58:54.65 +46:15:09.0  7.05    7.73     12.29   -36.08  --------  A5V          
M 104341 N/A       21:08:13.35 -16:43:36.1  8.11    0.58     21.85   -18.82  --------  A5V          
M 105501 N/A       21:22:04.40 -51:52:31.6  7.17    5.18      8.07     1.58  --------  A5V          
M 106150 N/A       21:30:04.99 -52:08:05.8  7.73    3.86     34.27   -34.73  --------  A5V          
M 106703 N/A       21:36:48.80 -33:02:52.4  6.10   13.76     74.04    -1.89  --------  A5V          
M 106711 N/A       21:36:56.98 +40:24:48.7  5.04   15.79     -1.50    12.47  --------  A5V          
M 106737 N/A       21:37:18.65 +61:06:20.1  8.16    4.37     25.27    15.92  --------  A5V          
M 107170 N/A       21:42:29.08 -37:55:59.7  7.57    2.84      5.19   -13.18 21425-3756 A5V+...      
M 108486 N/A       21:58:37.77 -45:44:36.3  7.71    4.71     13.98    11.78  --------  A5V          
M 108856 N/A       22:03:08.62 -27:03:04.4  7.76    6.48    -13.46    -5.88 22031-2703 A5Vm...      
M 109412 N/A       22:10:00.15 -28:17:32.7  6.44    9.24     29.36    24.02  --------  A5V          
M 109521 N/A       22:11:09.90 +50:49:24.1  5.38   18.24    126.81    42.56 22111+5049 A5V          
M 109984 N/A       22:16:33.65 -01:35:46.9  6.16   12.44    -28.26    -8.86  --------  A5Vn         
M 110507 N/A       22:23:08.32 -14:12:41.3  8.31    7.25     22.53    -2.74  --------  A4/A5V       
M 111578 N/A       22:36:17.24 -27:09:12.1  8.91    2.19      6.02   -11.93  --------  A5V          
M 113900 N/A       23:03:59.29 -55:41:52.1  7.74    5.65     57.19   -40.61  --------  A5V          
M 114189 N/A       23:07:28.72 +21:08:03.2  5.97   25.04    107.88   -50.08  --------  A5V          
M 114520 N/A       23:11:44.18 +08:43:12.4  5.15   12.89     -8.93    -5.05  --------  A5Vn         
M 115120 N/A       23:19:02.41 +45:08:12.3  6.51    7.96     56.68    -8.45  --------  A5Vn         
M 115250 N/A       23:20:38.24 +23:44:25.2  4.58   19.50     30.48    -9.14  --------  A5V          
M 116370 N/A       23:34:50.38 -42:41:03.4  6.65   13.64     43.83    -1.89  --------  A5V          
M 117797 N/A       23:53:20.84 -24:13:45.3  6.23   10.88     51.64   -13.55  --------  A5V          
